week_iso,slug,brand,value,partial_data
2026-04-05,headset,steelseries arctis,85,0
2026-04-12,headset,steelseries arctis,100,0
2026-04-19,headset,steelseries arctis,66,0
2026-04-26,headset,steelseries arctis,45,0
2026-05-03,headset,steelseries arctis,25,0
2026-05-10,headset,steelseries arctis,60,0
2026-05-17,headset,steelseries arctis,77,1
2025-05-18,mattress,casper,5,0
2025-05-25,mattress,casper,5,0
2025-06-01,mattress,casper,5,0
2025-06-08,mattress,casper,0,0
2025-06-15,mattress,casper,4,0
2025-06-22,mattress,casper,0,0
2025-06-29,mattress,casper,5,0
2025-07-06,mattress,casper,3,0
2025-07-13,mattress,casper,3,0
2025-07-20,mattress,casper,5,0
2025-07-27,mattress,casper,4,0
2025-08-03,mattress,casper,8,0
2025-08-10,mattress,casper,8,0
2025-08-17,mattress,casper,5,0
2025-08-24,mattress,casper,3,0
2025-08-31,mattress,casper,5,0
2025-09-07,mattress,casper,3,0
2025-09-14,mattress,casper,5,0
2025-09-21,mattress,casper,5,0
2025-09-28,mattress,casper,5,0
2025-10-05,mattress,casper,4,0
2025-10-12,mattress,casper,4,0
2025-10-19,mattress,casper,5,0
2025-10-26,mattress,casper,4,0
2025-11-02,mattress,casper,5,0
2025-11-09,mattress,casper,4,0
2025-11-16,mattress,casper,5,0
2025-11-23,mattress,casper,3,0
2025-11-30,mattress,casper,5,0
2025-12-07,mattress,casper,4,0
2025-12-14,mattress,casper,6,0
2025-12-21,mattress,casper,4,0
2025-12-28,mattress,casper,6,0
2026-01-04,mattress,casper,4,0
2026-01-11,mattress,casper,0,0
2026-01-18,mattress,casper,4,0
2026-01-25,mattress,casper,0,0
2026-02-01,mattress,casper,4,0
2026-02-08,mattress,casper,3,0
2026-02-15,mattress,casper,4,0
2026-02-22,mattress,casper,0,0
2026-03-01,mattress,casper,4,0
2026-03-08,mattress,casper,2,0
2026-03-15,mattress,casper,3,0
2026-03-22,mattress,casper,5,0
2026-03-29,mattress,casper,13,0
2026-04-05,mattress,casper,17,0
2026-04-12,mattress,casper,19,0
2026-04-19,mattress,casper,20,0
2026-04-26,mattress,casper,13,0
2026-05-03,mattress,casper,7,0
2026-05-10,mattress,casper,16,0
2026-05-17,mattress,casper,21,1
2025-05-18,mattress,leesa,0,0
2025-05-25,mattress,leesa,0,0
2025-06-01,mattress,leesa,0,0
2025-06-08,mattress,leesa,0,0
2025-06-15,mattress,leesa,0,0
2025-06-22,mattress,leesa,0,0
2025-06-29,mattress,leesa,0,0
2025-07-06,mattress,leesa,0,0
2025-07-13,mattress,leesa,0,0
2025-07-20,mattress,leesa,0,0
2025-07-27,mattress,leesa,0,0
2025-08-03,mattress,leesa,0,0
2025-08-10,mattress,leesa,0,0
2025-08-17,mattress,leesa,0,0
2025-08-24,mattress,leesa,0,0
2025-08-31,mattress,leesa,0,0
2025-09-07,mattress,leesa,0,0
2025-09-14,mattress,leesa,0,0
2025-09-21,mattress,leesa,0,0
2025-09-28,mattress,leesa,0,0
2025-10-05,mattress,leesa,0,0
2025-10-12,mattress,leesa,0,0
2025-10-19,mattress,leesa,0,0
2025-10-26,mattress,leesa,0,0
2025-11-02,mattress,leesa,0,0
2025-11-09,mattress,leesa,0,0
2025-11-16,mattress,leesa,0,0
2025-11-23,mattress,leesa,0,0
2025-11-30,mattress,leesa,0,0
2025-12-07,mattress,leesa,0,0
2025-12-14,mattress,leesa,0,0
2025-12-21,mattress,leesa,0,0
2025-12-28,mattress,leesa,0,0
2026-01-04,mattress,leesa,0,0
2026-01-11,mattress,leesa,0,0
2026-01-18,mattress,leesa,0,0
2026-01-25,mattress,leesa,0,0
2026-02-01,mattress,leesa,0,0
2026-02-08,mattress,leesa,0,0
2026-02-15,mattress,leesa,0,0
2026-02-22,mattress,leesa,0,0
2026-03-01,mattress,leesa,0,0
2026-03-08,mattress,leesa,0,0
2026-03-15,mattress,leesa,0,0
2026-03-22,mattress,leesa,0,0
2026-03-29,mattress,leesa,4,0
2026-04-05,mattress,leesa,5,0
2026-04-12,mattress,leesa,5,0
2026-04-19,mattress,leesa,4,0
2026-04-26,mattress,leesa,2,0
2026-05-03,mattress,leesa,1,0
2026-05-10,mattress,leesa,4,0
2026-05-17,mattress,leesa,7,1
2025-05-18,mattress,nectar mattress,0,0
2025-05-25,mattress,nectar mattress,0,0
2025-06-01,mattress,nectar mattress,0,0
2025-06-08,mattress,nectar mattress,0,0
2025-06-15,mattress,nectar mattress,0,0
2025-06-22,mattress,nectar mattress,0,0
2025-06-29,mattress,nectar mattress,0,0
2025-07-06,mattress,nectar mattress,0,0
2025-07-13,mattress,nectar mattress,0,0
2025-07-20,mattress,nectar mattress,0,0
2025-07-27,mattress,nectar mattress,0,0
2025-08-03,mattress,nectar mattress,4,0
2025-08-10,mattress,nectar mattress,3,0
2025-08-17,mattress,nectar mattress,0,0
2025-08-24,mattress,nectar mattress,0,0
2025-08-31,mattress,nectar mattress,3,0
2025-09-07,mattress,nectar mattress,0,0
2025-09-14,mattress,nectar mattress,0,0
2025-09-21,mattress,nectar mattress,0,0
2025-09-28,mattress,nectar mattress,0,0
2025-10-05,mattress,nectar mattress,0,0
2025-10-12,mattress,nectar mattress,0,0
2025-10-19,mattress,nectar mattress,0,0
2025-10-26,mattress,nectar mattress,0,0
2025-11-02,mattress,nectar mattress,0,0
2025-11-09,mattress,nectar mattress,0,0
2025-11-16,mattress,nectar mattress,2,0
2025-11-23,mattress,nectar mattress,0,0
2025-11-30,mattress,nectar mattress,2,0
2025-12-07,mattress,nectar mattress,0,0
2025-12-14,mattress,nectar mattress,0,0
2025-12-21,mattress,nectar mattress,0,0
2025-12-28,mattress,nectar mattress,3,0
2026-01-04,mattress,nectar mattress,0,0
2026-01-11,mattress,nectar mattress,0,0
2026-01-18,mattress,nectar mattress,0,0
2026-01-25,mattress,nectar mattress,0,0
2026-02-01,mattress,nectar mattress,0,0
2026-02-08,mattress,nectar mattress,0,0
2026-02-15,mattress,nectar mattress,2,0
2026-02-22,mattress,nectar mattress,0,0
2026-03-01,mattress,nectar mattress,0,0
2026-03-08,mattress,nectar mattress,0,0
2026-03-15,mattress,nectar mattress,2,0
2026-03-22,mattress,nectar mattress,4,0
2026-03-29,mattress,nectar mattress,25,0
2026-04-05,mattress,nectar mattress,35,0
2026-04-12,mattress,nectar mattress,36,0
2026-04-19,mattress,nectar mattress,21,0
2026-04-26,mattress,nectar mattress,18,0
2026-05-03,mattress,nectar mattress,9,0
2026-05-10,mattress,nectar mattress,17,0
2026-05-17,mattress,nectar mattress,23,1
2025-05-18,mattress,purple mattress,3,0
2025-05-25,mattress,purple mattress,0,0
2025-06-01,mattress,purple mattress,0,0
2025-06-08,mattress,purple mattress,0,0
2025-06-15,mattress,purple mattress,0,0
2025-06-22,mattress,purple mattress,3,0
2025-06-29,mattress,purple mattress,0,0
2025-07-06,mattress,purple mattress,0,0
2025-07-13,mattress,purple mattress,0,0
2025-07-20,mattress,purple mattress,0,0
2025-07-27,mattress,purple mattress,4,0
2025-08-03,mattress,purple mattress,3,0
2025-08-10,mattress,purple mattress,3,0
2025-08-17,mattress,purple mattress,5,0
2025-08-24,mattress,purple mattress,0,0
2025-08-31,mattress,purple mattress,3,0
2025-09-07,mattress,purple mattress,3,0
2025-09-14,mattress,purple mattress,4,0
2025-09-21,mattress,purple mattress,0,0
2025-09-28,mattress,purple mattress,0,0
2025-10-05,mattress,purple mattress,0,0
2025-10-12,mattress,purple mattress,3,0
2025-10-19,mattress,purple mattress,0,0
2025-10-26,mattress,purple mattress,0,0
2025-11-02,mattress,purple mattress,0,0
2025-11-09,mattress,purple mattress,0,0
2025-11-16,mattress,purple mattress,0,0
2025-11-23,mattress,purple mattress,0,0
2025-11-30,mattress,purple mattress,3,0
2025-12-07,mattress,purple mattress,0,0
2025-12-14,mattress,purple mattress,0,0
2025-12-21,mattress,purple mattress,0,0
2025-12-28,mattress,purple mattress,3,0
2026-01-04,mattress,purple mattress,3,0
2026-01-11,mattress,purple mattress,0,0
2026-01-18,mattress,purple mattress,5,0
2026-01-25,mattress,purple mattress,0,0
2026-02-01,mattress,purple mattress,0,0
2026-02-08,mattress,purple mattress,4,0
2026-02-15,mattress,purple mattress,6,0
2026-02-22,mattress,purple mattress,3,0
2026-03-01,mattress,purple mattress,4,0
2026-03-08,mattress,purple mattress,7,0
2026-03-15,mattress,purple mattress,9,0
2026-03-22,mattress,purple mattress,40,0
2026-03-29,mattress,purple mattress,64,0
2026-04-05,mattress,purple mattress,76,0
2026-04-12,mattress,purple mattress,86,0
2026-04-19,mattress,purple mattress,85,0
2026-04-26,mattress,purple mattress,81,0
2026-05-03,mattress,purple mattress,84,0
2026-05-10,mattress,purple mattress,100,0
2026-05-17,mattress,purple mattress,71,1
2025-05-18,mattress,saatva,0,0
2025-05-25,mattress,saatva,0,0
2025-06-01,mattress,saatva,0,0
2025-06-08,mattress,saatva,0,0
2025-06-15,mattress,saatva,0,0
2025-06-22,mattress,saatva,0,0
2025-06-29,mattress,saatva,0,0
2025-07-06,mattress,saatva,3,0
2025-07-13,mattress,saatva,0,0
2025-07-20,mattress,saatva,0,0
2025-07-27,mattress,saatva,0,0
2025-08-03,mattress,saatva,3,0
2025-08-10,mattress,saatva,3,0
2025-08-17,mattress,saatva,0,0
2025-08-24,mattress,saatva,0,0
2025-08-31,mattress,saatva,0,0
2025-09-07,mattress,saatva,0,0
2025-09-14,mattress,saatva,0,0
2025-09-21,mattress,saatva,0,0
2025-09-28,mattress,saatva,0,0
2025-10-05,mattress,saatva,0,0
2025-10-12,mattress,saatva,0,0
2025-10-19,mattress,saatva,0,0
2025-10-26,mattress,saatva,0,0
2025-11-02,mattress,saatva,0,0
2025-11-09,mattress,saatva,0,0
2025-11-16,mattress,saatva,4,0
2025-11-23,mattress,saatva,0,0
2025-11-30,mattress,saatva,0,0
2025-12-07,mattress,saatva,0,0
2025-12-14,mattress,saatva,0,0
2025-12-21,mattress,saatva,0,0
2025-12-28,mattress,saatva,0,0
2026-01-04,mattress,saatva,0,0
2026-01-11,mattress,saatva,0,0
2026-01-18,mattress,saatva,0,0
2026-01-25,mattress,saatva,0,0
2026-02-01,mattress,saatva,0,0
2026-02-08,mattress,saatva,0,0
2026-02-15,mattress,saatva,2,0
2026-02-22,mattress,saatva,0,0
2026-03-01,mattress,saatva,0,0
2026-03-08,mattress,saatva,0,0
2026-03-15,mattress,saatva,3,0
2026-03-22,mattress,saatva,5,0
2026-03-29,mattress,saatva,26,0
2026-04-05,mattress,saatva,33,0
2026-04-12,mattress,saatva,32,0
2026-04-19,mattress,saatva,29,0
2026-04-26,mattress,saatva,21,0
2026-05-03,mattress,saatva,15,0
2026-05-10,mattress,saatva,37,0
2026-05-17,mattress,saatva,50,1
2025-05-18,speaker,bose soundlink,0,0
2025-05-25,speaker,bose soundlink,0,0
2025-06-01,speaker,bose soundlink,0,0
2025-06-08,speaker,bose soundlink,0,0
2025-06-15,speaker,bose soundlink,0,0
2025-06-22,speaker,bose soundlink,0,0
2025-06-29,speaker,bose soundlink,0,0
2025-07-06,speaker,bose soundlink,20,0
2025-07-13,speaker,bose soundlink,0,0
2025-07-20,speaker,bose soundlink,0,0
2025-07-27,speaker,bose soundlink,0,0
2025-08-03,speaker,bose soundlink,31,0
2025-08-10,speaker,bose soundlink,23,0
2025-08-17,speaker,bose soundlink,19,0
2025-08-24,speaker,bose soundlink,0,0
2025-08-31,speaker,bose soundlink,0,0
2025-09-07,speaker,bose soundlink,23,0
2025-09-14,speaker,bose soundlink,0,0
2025-09-21,speaker,bose soundlink,18,0
2025-09-28,speaker,bose soundlink,0,0
2025-10-05,speaker,bose soundlink,0,0
2025-10-12,speaker,bose soundlink,0,0
2025-10-19,speaker,bose soundlink,0,0
2025-10-26,speaker,bose soundlink,0,0
2025-11-02,speaker,bose soundlink,0,0
2025-11-09,speaker,bose soundlink,0,0
2025-11-16,speaker,bose soundlink,0,0
2025-11-23,speaker,bose soundlink,0,0
2025-11-30,speaker,bose soundlink,16,0
2025-12-07,speaker,bose soundlink,25,0
2025-12-14,speaker,bose soundlink,0,0
2025-12-21,speaker,bose soundlink,0,0
2025-12-28,speaker,bose soundlink,0,0
2026-01-04,speaker,bose soundlink,0,0
2026-01-11,speaker,bose soundlink,0,0
2026-01-18,speaker,bose soundlink,0,0
2026-01-25,speaker,bose soundlink,0,0
2026-02-01,speaker,bose soundlink,0,0
2026-02-08,speaker,bose soundlink,0,0
2026-02-15,speaker,bose soundlink,0,0
2026-02-22,speaker,bose soundlink,0,0
2026-03-01,speaker,bose soundlink,0,0
2026-03-08,speaker,bose soundlink,0,0
2026-03-15,speaker,bose soundlink,0,0
2026-03-22,speaker,bose soundlink,19,0
2026-03-29,speaker,bose soundlink,51,0
2026-04-05,speaker,bose soundlink,96,0
2026-04-12,speaker,bose soundlink,100,0
2026-04-19,speaker,bose soundlink,86,0
2026-04-26,speaker,bose soundlink,64,0
2026-05-03,speaker,bose soundlink,40,0
2026-05-10,speaker,bose soundlink,74,0
2026-05-17,speaker,bose soundlink,91,1
2025-05-18,speaker,echo dot,0,0
2025-05-25,speaker,echo dot,0,0
2025-06-01,speaker,echo dot,0,0
2025-06-08,speaker,echo dot,0,0
2025-06-15,speaker,echo dot,0,0
2025-06-22,speaker,echo dot,0,0
2025-06-29,speaker,echo dot,0,0
2025-07-06,speaker,echo dot,0,0
2025-07-13,speaker,echo dot,21,0
2025-07-20,speaker,echo dot,0,0
2025-07-27,speaker,echo dot,0,0
2025-08-03,speaker,echo dot,33,0
2025-08-10,speaker,echo dot,22,0
2025-08-17,speaker,echo dot,44,0
2025-08-24,speaker,echo dot,0,0
2025-08-31,speaker,echo dot,0,0
2025-09-07,speaker,echo dot,0,0
2025-09-14,speaker,echo dot,0,0
2025-09-21,speaker,echo dot,0,0
2025-09-28,speaker,echo dot,17,0
2025-10-05,speaker,echo dot,0,0
2025-10-12,speaker,echo dot,0,0
2025-10-19,speaker,echo dot,0,0
2025-10-26,speaker,echo dot,0,0
2025-11-02,speaker,echo dot,0,0
2025-11-09,speaker,echo dot,0,0
2025-11-16,speaker,echo dot,0,0
2025-11-23,speaker,echo dot,25,0
2025-11-30,speaker,echo dot,29,0
2025-12-07,speaker,echo dot,16,0
2025-12-14,speaker,echo dot,17,0
2025-12-21,speaker,echo dot,25,0
2025-12-28,speaker,echo dot,15,0
2026-01-04,speaker,echo dot,0,0
2026-01-11,speaker,echo dot,0,0
2026-01-18,speaker,echo dot,22,0
2026-01-25,speaker,echo dot,0,0
2026-02-01,speaker,echo dot,0,0
2026-02-08,speaker,echo dot,26,0
2026-02-15,speaker,echo dot,19,0
2026-02-22,speaker,echo dot,17,0
2026-03-01,speaker,echo dot,16,0
2026-03-08,speaker,echo dot,0,0
2026-03-15,speaker,echo dot,21,0
2026-03-22,speaker,echo dot,24,0
2026-03-29,speaker,echo dot,67,0
2026-04-05,speaker,echo dot,85,0
2026-04-12,speaker,echo dot,96,0
2026-04-19,speaker,echo dot,68,0
2026-04-26,speaker,echo dot,52,0
2026-05-03,speaker,echo dot,34,0
2026-05-10,speaker,echo dot,56,0
2026-05-17,speaker,echo dot,73,1
2025-05-18,speaker,google nest mini,0,0
2025-05-25,speaker,google nest mini,0,0
2025-06-01,speaker,google nest mini,0,0
2025-06-08,speaker,google nest mini,0,0
2025-06-15,speaker,google nest mini,0,0
2025-06-22,speaker,google nest mini,0,0
2025-06-29,speaker,google nest mini,0,0
2025-07-06,speaker,google nest mini,0,0
2025-07-13,speaker,google nest mini,0,0
2025-07-20,speaker,google nest mini,0,0
2025-07-27,speaker,google nest mini,0,0
2025-08-03,speaker,google nest mini,0,0
2025-08-10,speaker,google nest mini,0,0
2025-08-17,speaker,google nest mini,0,0
2025-08-24,speaker,google nest mini,0,0
2025-08-31,speaker,google nest mini,0,0
2025-09-07,speaker,google nest mini,0,0
2025-09-14,speaker,google nest mini,0,0
2025-09-21,speaker,google nest mini,0,0
2025-09-28,speaker,google nest mini,0,0
2025-10-05,speaker,google nest mini,0,0
2025-10-12,speaker,google nest mini,0,0
2025-10-19,speaker,google nest mini,0,0
2025-10-26,speaker,google nest mini,0,0
2025-11-02,speaker,google nest mini,0,0
2025-11-09,speaker,google nest mini,0,0
2025-11-16,speaker,google nest mini,0,0
2025-11-23,speaker,google nest mini,0,0
2025-11-30,speaker,google nest mini,0,0
2025-12-07,speaker,google nest mini,0,0
2025-12-14,speaker,google nest mini,0,0
2025-12-21,speaker,google nest mini,0,0
2025-12-28,speaker,google nest mini,0,0
2026-01-04,speaker,google nest mini,0,0
2026-01-11,speaker,google nest mini,0,0
2026-01-18,speaker,google nest mini,0,0
2026-01-25,speaker,google nest mini,0,0
2026-02-01,speaker,google nest mini,0,0
2026-02-08,speaker,google nest mini,19,0
2026-02-15,speaker,google nest mini,0,0
2026-02-22,speaker,google nest mini,0,0
2026-03-01,speaker,google nest mini,0,0
2026-03-08,speaker,google nest mini,0,0
2026-03-15,speaker,google nest mini,0,0
2026-03-22,speaker,google nest mini,0,0
2026-03-29,speaker,google nest mini,25,0
2026-04-05,speaker,google nest mini,31,0
2026-04-12,speaker,google nest mini,23,0
2026-04-19,speaker,google nest mini,19,0
2026-04-26,speaker,google nest mini,17,0
2026-05-03,speaker,google nest mini,3,0
2026-05-10,speaker,google nest mini,19,0
2026-05-17,speaker,google nest mini,37,1
2025-05-18,speaker,homepod mini,0,0
2025-05-25,speaker,homepod mini,0,0
2025-06-01,speaker,homepod mini,0,0
2025-06-08,speaker,homepod mini,0,0
2025-06-15,speaker,homepod mini,0,0
2025-06-22,speaker,homepod mini,0,0
2025-06-29,speaker,homepod mini,0,0
2025-07-06,speaker,homepod mini,0,0
2025-07-13,speaker,homepod mini,0,0
2025-07-20,speaker,homepod mini,0,0
2025-07-27,speaker,homepod mini,0,0
2025-08-03,speaker,homepod mini,0,0
2025-08-10,speaker,homepod mini,0,0
2025-08-17,speaker,homepod mini,0,0
2025-08-24,speaker,homepod mini,0,0
2025-08-31,speaker,homepod mini,0,0
2025-09-07,speaker,homepod mini,0,0
2025-09-14,speaker,homepod mini,0,0
2025-09-21,speaker,homepod mini,0,0
2025-09-28,speaker,homepod mini,0,0
2025-10-05,speaker,homepod mini,0,0
2025-10-12,speaker,homepod mini,0,0
2025-10-19,speaker,homepod mini,0,0
2025-10-26,speaker,homepod mini,0,0
2025-11-02,speaker,homepod mini,0,0
2025-11-09,speaker,homepod mini,0,0
2025-11-16,speaker,homepod mini,0,0
2025-11-23,speaker,homepod mini,0,0
2025-11-30,speaker,homepod mini,0,0
2025-12-07,speaker,homepod mini,0,0
2025-12-14,speaker,homepod mini,0,0
2025-12-21,speaker,homepod mini,0,0
2025-12-28,speaker,homepod mini,0,0
2026-01-04,speaker,homepod mini,0,0
2026-01-11,speaker,homepod mini,0,0
2026-01-18,speaker,homepod mini,0,0
2026-01-25,speaker,homepod mini,0,0
2026-02-01,speaker,homepod mini,0,0
2026-02-08,speaker,homepod mini,0,0
2026-02-15,speaker,homepod mini,0,0
2026-02-22,speaker,homepod mini,0,0
2026-03-01,speaker,homepod mini,0,0
2026-03-08,speaker,homepod mini,0,0
2026-03-15,speaker,homepod mini,0,0
2026-03-22,speaker,homepod mini,0,0
2026-03-29,speaker,homepod mini,20,0
2026-04-05,speaker,homepod mini,39,0
2026-04-12,speaker,homepod mini,37,0
2026-04-19,speaker,homepod mini,31,0
2026-04-26,speaker,homepod mini,20,0
2026-05-03,speaker,homepod mini,5,0
2026-05-10,speaker,homepod mini,24,0
2026-05-17,speaker,homepod mini,31,1
2025-05-18,speaker,sonos era,0,0
2025-05-25,speaker,sonos era,0,0
2025-06-01,speaker,sonos era,0,0
2025-06-08,speaker,sonos era,0,0
2025-06-15,speaker,sonos era,0,0
2025-06-22,speaker,sonos era,0,0
2025-06-29,speaker,sonos era,0,0
2025-07-06,speaker,sonos era,0,0
2025-07-13,speaker,sonos era,0,0
2025-07-20,speaker,sonos era,31,0
2025-07-27,speaker,sonos era,0,0
2025-08-03,speaker,sonos era,15,0
2025-08-10,speaker,sonos era,0,0
2025-08-17,speaker,sonos era,0,0
2025-08-24,speaker,sonos era,0,0
2025-08-31,speaker,sonos era,0,0
2025-09-07,speaker,sonos era,0,0
2025-09-14,speaker,sonos era,0,0
2025-09-21,speaker,sonos era,0,0
2025-09-28,speaker,sonos era,0,0
2025-10-05,speaker,sonos era,0,0
2025-10-12,speaker,sonos era,0,0
2025-10-19,speaker,sonos era,0,0
2025-10-26,speaker,sonos era,0,0
2025-11-02,speaker,sonos era,0,0
2025-11-09,speaker,sonos era,0,0
2025-11-16,speaker,sonos era,0,0
2025-11-23,speaker,sonos era,0,0
2025-11-30,speaker,sonos era,0,0
2025-12-07,speaker,sonos era,0,0
2025-12-14,speaker,sonos era,0,0
2025-12-21,speaker,sonos era,0,0
2025-12-28,speaker,sonos era,0,0
2026-01-04,speaker,sonos era,0,0
2026-01-11,speaker,sonos era,0,0
2026-01-18,speaker,sonos era,0,0
2026-01-25,speaker,sonos era,0,0
2026-02-01,speaker,sonos era,0,0
2026-02-08,speaker,sonos era,0,0
2026-02-15,speaker,sonos era,0,0
2026-02-22,speaker,sonos era,0,0
2026-03-01,speaker,sonos era,0,0
2026-03-08,speaker,sonos era,0,0
2026-03-15,speaker,sonos era,0,0
2026-03-22,speaker,sonos era,0,0
2026-03-29,speaker,sonos era,41,0
2026-04-05,speaker,sonos era,62,0
2026-04-12,speaker,sonos era,78,0
2026-04-19,speaker,sonos era,57,0
2026-04-26,speaker,sonos era,43,0
2026-05-03,speaker,sonos era,28,0
2026-05-10,speaker,sonos era,57,0
2026-05-17,speaker,sonos era,92,1
2025-05-18,vacuum,bissell,1,0
2025-05-25,vacuum,bissell,2,0
2025-06-01,vacuum,bissell,1,0
2025-06-08,vacuum,bissell,1,0
2025-06-15,vacuum,bissell,1,0
2025-06-22,vacuum,bissell,1,0
2025-06-29,vacuum,bissell,1,0
2025-07-06,vacuum,bissell,2,0
2025-07-13,vacuum,bissell,2,0
2025-07-20,vacuum,bissell,1,0
2025-07-27,vacuum,bissell,1,0
2025-08-03,vacuum,bissell,3,0
2025-08-10,vacuum,bissell,2,0
2025-08-17,vacuum,bissell,2,0
2025-08-24,vacuum,bissell,2,0
2025-08-31,vacuum,bissell,2,0
2025-09-07,vacuum,bissell,2,0
2025-09-14,vacuum,bissell,2,0
2025-09-21,vacuum,bissell,1,0
2025-09-28,vacuum,bissell,1,0
2025-10-05,vacuum,bissell,1,0
2025-10-12,vacuum,bissell,1,0
2025-10-19,vacuum,bissell,1,0
2025-10-26,vacuum,bissell,1,0
2025-11-02,vacuum,bissell,2,0
2025-11-09,vacuum,bissell,1,0
2025-11-16,vacuum,bissell,1,0
2025-11-23,vacuum,bissell,2,0
2025-11-30,vacuum,bissell,1,0
2025-12-07,vacuum,bissell,1,0
2025-12-14,vacuum,bissell,1,0
2025-12-21,vacuum,bissell,1,0
2025-12-28,vacuum,bissell,2,0
2026-01-04,vacuum,bissell,1,0
2026-01-11,vacuum,bissell,1,0
2026-01-18,vacuum,bissell,1,0
2026-01-25,vacuum,bissell,1,0
2026-02-01,vacuum,bissell,2,0
2026-02-08,vacuum,bissell,2,0
2026-02-15,vacuum,bissell,2,0
2026-02-22,vacuum,bissell,2,0
2026-03-01,vacuum,bissell,2,0
2026-03-08,vacuum,bissell,2,0
2026-03-15,vacuum,bissell,8,0
2026-03-22,vacuum,bissell,34,0
2026-03-29,vacuum,bissell,61,0
2026-04-05,vacuum,bissell,72,0
2026-04-12,vacuum,bissell,80,0
2026-04-19,vacuum,bissell,74,0
2026-04-26,vacuum,bissell,69,0
2026-05-03,vacuum,bissell,81,0
2026-05-10,vacuum,bissell,94,0
2026-05-17,vacuum,bissell,69,1
2025-05-18,vacuum,dyson,3,0
2025-05-25,vacuum,dyson,3,0
2025-06-01,vacuum,dyson,2,0
2025-06-08,vacuum,dyson,2,0
2025-06-15,vacuum,dyson,2,0
2025-06-22,vacuum,dyson,2,0
2025-06-29,vacuum,dyson,3,0
2025-07-06,vacuum,dyson,3,0
2025-07-13,vacuum,dyson,3,0
2025-07-20,vacuum,dyson,2,0
2025-07-27,vacuum,dyson,4,0
2025-08-03,vacuum,dyson,7,0
2025-08-10,vacuum,dyson,8,0
2025-08-17,vacuum,dyson,3,0
2025-08-24,vacuum,dyson,3,0
2025-08-31,vacuum,dyson,2,0
2025-09-07,vacuum,dyson,2,0
2025-09-14,vacuum,dyson,2,0
2025-09-21,vacuum,dyson,2,0
2025-09-28,vacuum,dyson,2,0
2025-10-05,vacuum,dyson,2,0
2025-10-12,vacuum,dyson,2,0
2025-10-19,vacuum,dyson,2,0
2025-10-26,vacuum,dyson,3,0
2025-11-02,vacuum,dyson,3,0
2025-11-09,vacuum,dyson,3,0
2025-11-16,vacuum,dyson,4,0
2025-11-23,vacuum,dyson,6,0
2025-11-30,vacuum,dyson,5,0
2025-12-07,vacuum,dyson,4,0
2025-12-14,vacuum,dyson,4,0
2025-12-21,vacuum,dyson,4,0
2025-12-28,vacuum,dyson,4,0
2026-01-04,vacuum,dyson,3,0
2026-01-11,vacuum,dyson,4,0
2026-01-18,vacuum,dyson,3,0
2026-01-25,vacuum,dyson,3,0
2026-02-01,vacuum,dyson,3,0
2026-02-08,vacuum,dyson,3,0
2026-02-15,vacuum,dyson,3,0
2026-02-22,vacuum,dyson,3,0
2026-03-01,vacuum,dyson,3,0
2026-03-08,vacuum,dyson,2,0
2026-03-15,vacuum,dyson,10,0
2026-03-22,vacuum,dyson,36,0
2026-03-29,vacuum,dyson,69,0
2026-04-05,vacuum,dyson,82,0
2026-04-12,vacuum,dyson,91,0
2026-04-19,vacuum,dyson,80,0
2026-04-26,vacuum,dyson,75,0
2026-05-03,vacuum,dyson,82,0
2026-05-10,vacuum,dyson,100,0
2026-05-17,vacuum,dyson,77,1
2025-05-18,vacuum,eureka,0,0
2025-05-25,vacuum,eureka,0,0
2025-06-01,vacuum,eureka,1,0
2025-06-08,vacuum,eureka,0,0
2025-06-15,vacuum,eureka,1,0
2025-06-22,vacuum,eureka,0,0
2025-06-29,vacuum,eureka,0,0
2025-07-06,vacuum,eureka,1,0
2025-07-13,vacuum,eureka,0,0
2025-07-20,vacuum,eureka,1,0
2025-07-27,vacuum,eureka,0,0
2025-08-03,vacuum,eureka,1,0
2025-08-10,vacuum,eureka,1,0
2025-08-17,vacuum,eureka,1,0
2025-08-24,vacuum,eureka,0,0
2025-08-31,vacuum,eureka,1,0
2025-09-07,vacuum,eureka,1,0
2025-09-14,vacuum,eureka,1,0
2025-09-21,vacuum,eureka,0,0
2025-09-28,vacuum,eureka,1,0
2025-10-05,vacuum,eureka,0,0
2025-10-12,vacuum,eureka,0,0
2025-10-19,vacuum,eureka,0,0
2025-10-26,vacuum,eureka,1,0
2025-11-02,vacuum,eureka,1,0
2025-11-09,vacuum,eureka,1,0
2025-11-16,vacuum,eureka,0,0
2025-11-23,vacuum,eureka,1,0
2025-11-30,vacuum,eureka,0,0
2025-12-07,vacuum,eureka,1,0
2025-12-14,vacuum,eureka,1,0
2025-12-21,vacuum,eureka,0,0
2025-12-28,vacuum,eureka,1,0
2026-01-04,vacuum,eureka,1,0
2026-01-11,vacuum,eureka,1,0
2026-01-18,vacuum,eureka,0,0
2026-01-25,vacuum,eureka,1,0
2026-02-01,vacuum,eureka,0,0
2026-02-08,vacuum,eureka,1,0
2026-02-15,vacuum,eureka,0,0
2026-02-22,vacuum,eureka,1,0
2026-03-01,vacuum,eureka,0,0
2026-03-08,vacuum,eureka,0,0
2026-03-15,vacuum,eureka,1,0
2026-03-22,vacuum,eureka,1,0
2026-03-29,vacuum,eureka,2,0
2026-04-05,vacuum,eureka,2,0
