packet_row,report_date,recall_number,recalling_firm,status,classification,product_type,product_description,reason_for_recall,distribution_pattern,code_info
153,20260325,D-0398-2026,SOMERSET THERAPEUTICS LLC,Ongoing,Class II,Drugs,"Dexamethasone Sodium Phosphate Injection, USP, 100 mg/ 10 mL, (10 mg/mL), 10x10 mL Multiple Dose Vials, Rx
only, Manufactured for: Somerset Therapeutics, LLC., Somerset, NJ 08873, NDC carton: 70069-025-10; NDC vial:
70069-025-01","Failed Impurities/Degradation Specifications - OOS impurities result observed during long term
stability testing at product expiry (24 months) were above specs for these impurities:
Dexamethasone Sodium Phosphate EP impurity G (Impurity RU 49336) and dexamethasone formate.",Nationwide in the USA,"Lot #: A240421, Exp 07/31/2026"
154,20260318,D-0400-2026,Zydus Pharmaceuticals (USA) Inc,Ongoing,Class II,Drugs,"Icosapent Ethyl Capsules, 1 gram, 120 Capsules per bottle, Rx only, Manufactured by: Softgel Healthcare Pvt.
Ltd., India; Distributed by: Zydus Pharmaceuticals (USA) Inc., Pennington, NJ 08534.  NDC: 70710-1592-7","Failed Tablet/Capsule specifications: Red dots inside capsule and melted capsule caused by
oxidized Icosapent ethyl, the active ingredient.",Nationwide in the USA,"Lot #: S2520249, S2520250, S2520267, Exp. Date 2027/Jan; S2520303, S2520305, S2520332, Exp. Date 2027/Feb; S2540208, S2540209, Exp. Date 2027/Apr"
155,20260311,D-0381-2026,"Cipla USA, Inc.",Ongoing,Class III,Drugs,"Nilotinib Capsules, 150 mg per capsule, packaged in cartons, Rx only, Manufactured by: Cipla Ltd., Verna, Goa,
India, Manufactured for: Cipla USA, Inc., 10 Independence Boulevard, Suite 300, Warren, NJ 07059, Outer
carton: 112 capsules (4 individual packs containing 28 capsules each) NDC 69097-031-74; Inner carton: 28
capsules (4 blisters of 7 capsules) NDC 69097-031-56; Foil blister: NDC 69097-031-17","Failed Tablet/Capsule Specifications: Observed OOS results at 6-months long-term stability
condition for Description test and Appearance by Visual Inspection test.",U.S.A. Nationwide,"Lot #: 5GJ0220, 5GJ0221, 5GJ0222, Exp 04/30/2027"
156,20260311,D-0366-2026,ACME UNITED CORPORATION,Ongoing,Class II,Drugs,"Med Nap BZK Antiseptic Towelettes (Benzalkonium Chloride 0.13%), 100 Towelettes, Manufactured by: Acme United
Corporation, 1 Waterview Dr, Shelton, CT 06481, NDC 0924-0246-01.",CGMP Deviations,Nationwide within the United States,"Lot #: MN09322, Exp. Date Mar 2027; MN15222, Exp. Date May 2027; MN21622, Exp. Date Jul 2027; MN31822, Exp. Date Oct 2027; MN06223, MN06323, Exp. Date Feb 2028; MN12523, Exp. Date Apr 2028; MN16123, Exp. Date May 2028; MN20523, MN20623, MN20723, Exp. Date Jun 2028; MN23223, Exp. Date Jul 2028; MN31123, Exp. Date Oct 2028; MN300524, MN300624   MN302624, MN302724, MN303324, Exp. Date Dec 2028."
157,20260311,D-0376-2026,ACME UNITED CORPORATION,Ongoing,Class II,Drugs,"Dynarex, BZK Antiseptic Towelettes (Benzalkonium Chloride 0.13%), 5x7, 1000 packets, 5x7, Manufactured for
Dynarex Corporation, 10 Glenshaw Street, Orangeburg, NY 10962,USA, NDC 67777-245-04.",CGMP Deviations,Nationwide within the United States,"Lot #: 53518, 53519, Exp. Date Jun 2027."
158,20260311,D-0383-2026,The Harvard Drug Group LLC,Ongoing,Class II,Drugs,"Midodrine Hydrochloride Tablets, USP, 5 mg, 50 Tablets (5 x 10 blister packs), Rx only, Packaged and
Distributed by: Major Pharmaceuticals, Indianapolis, IN 46268 USA, NDC 0904-6818-06.",Defective container; inadequately sealed blister packaging.,Nationwide US.,"Lot # N02640, Exp Date: 08/2027"
159,20260311,D-0380-2026,"Harbin Jixianglong Biotech Co., Ltd.",Ongoing,Class II,Drugs,"Semaglutide,  For Rx compounding use only, packaged in a) 1g, NDC 84385-106-01; b) 5g, NDC 84385-106-02; c)
10g, NDC 84385-106-06; d) 25g, NDC 84385-106-03; d) 50g, NDC 84385-106-04; e) 100g, NDC
84385-106-05Manufacturer: Harbin Jixianglong Biotech Co., Ltd., North of Baoan Road, East of Changqing Street,
Limin Development Zone, Harbin, China.","CGMP Deviations This recall has been initiated due to failing to complete process validation and
bacterial endotoxin method validation before distribution",Nationwide within the United States,"Batch # CP-030-20250911, Mfg Date: Sep. 25th, 2025, Retest Date: Sep. 24th, 2027."
160,20260311,D-0384-2026,"Rising Pharma Holding, Inc.",Ongoing,Class II,Drugs,"Product label: Temozolomide Capsules, 5mg, packaged in 5-capsule bottles, Rx only, Manufactured for: Rising
Pharmaceuticals, Inc., Allendale, NJ 07401, Country of origin: Taiwan, NDC 16571-816-51.","Failed Impurities/Degradation Specifications: An out-of-specification result observed during
9th-month long term stability testing",Nationwide within the U.S,"Lot #: 1TM0524003A, Exp. Date 09/2026."
161,20260311,D-0361-2026,ACME UNITED CORPORATION,Ongoing,Class II,Drugs,"First Aid Only BZK Antiseptic Towelette (Benzalkonium Chloride 0.13%), 5x7, bulk, Acme United Corporation,
2280 Tanner Road, Rocky Mount, NC, 27801 Made in USA, NDC 0924-7116-00.",CGMP Deviations,Nationwide within the United States,"Lot #: MN12121, MN13521, Exp. Date Apr 2026; MN15221, MN16721, MN16921, MN17021, MN17021B, Exp. Date May 2026; MN18521, MN18621, MN18621B, Exp. Date Jun 2026; MN24721, MN25021, Exp. Date Aug 2026; MN01123, Exp. Date Dec 2027; MN27421, MN27721, Exp. Date Sep 2026; MN31321, MN31421, Exp. Date Oct 2026; MN34321, MN34521, MN34721, Exp. Date Nov 2026; MN02022, MN03022, Exp. Date Dec 2026; MN03522, MN04622, Exp. Date Jan 2027; MN06022, MN06122, Exp. Date Feb 2027; MN12322, MN12422, MN14422, Exp. Date Apr 2027; MN15322, Exp. May 2027; MN22022, Exp. Date Jul 2027; MN25222, MN25322,  MN26422, Exp. Date Aug 2027; MN27822, Exp. Date Sep 2027; MN15322, Exp. Date Nov 2027;  MN06123, Exp. Date Aug 2027; MN06423, MN06523, Exp. Date Feb 2028; MN09423, MN09523,  MN09723, MN10223 Exp Date Mar 2028; MN12623, MN13323, Exp. Date Apr 2028; MN15322,     MN16523, Exp. Date May 2028; MN18623, MN19323, MN19423, MN20223, Exp. Date Jun 2028; MN24323, MN24423 Exp. Date Jul 2028; MN34523, Exp. Date Nov 2028; 301424, 301524, 301624, 301724, 303124, Exp. Date Dec 2028."
162,20260311,D-0393-2026,New Life Pharma LLC,Ongoing,Class II,Drugs,"Semaglutide Inj., 2 mg x 5, Sterile Multi-Dose Vial, Rx only, Nomida, 25055 W Valley Pkwy, Suite 106, Olathe,
KS 66061, NDC 84223-001-06",Lack of Assurance of Sterility,OH,"Lot 240903, exp 9/30/2026"
163,20260311,D-0368-2026,ACME UNITED CORPORATION,Ongoing,Class II,Drugs,"Wipes Plus, Hand Sanitizing Alcohol Free BZK Wipes (Benzalkonium Chloride 0.13%), Manufactured for: CFS Brands
DBA WipesPlus, 4711 E. Heiner Rd. Oklahoma City, OK 73331, NDC 67151-333-01.",CGMP Deviations,Nationwide within the United States,"Lot #: MN16022, Exp. Date Aug 2027; MN33922, MN31222, Exp. Date Apr 2027; MN16522, Exp. Date Oct 2027; MN17022, Exp. Date Apr 2027; MN03323, Exp. Date Jan 2028; MN34622, Exp. Date Oct 2027."
164,20260311,D-0359-2026,ACME UNITED CORPORATION,Ongoing,Class II,Drugs,"First Aid Only BZK Antiseptic Towelettes (Benzalkonium Chloride 0.13%), 50 Wipes, NDC 0924-7116-03.",CGMP Deviations,Nationwide within the United States,"Lot #: MN34722, MN34722, Exp. Date Nov 2027; MN34722B, Exp. Date Aug 2027."
165,20260311,D-0385-2026,HTO Nevada Inc. dba Kirkman,Ongoing,Class II,Drugs,"FIVE-STAR, VASOCAINE Spray, (Lidocaine HCl 4%, Racepinephrine HCl 0.01%), 4oz bottles, Distributed By: Dermal
Source, Portland, OR 97232, NDC 80069-016.",Stability Data Does Not Support Expiry Date.,Nationwide within the U.S,"Lot #: 839CP-0016, Exp. Date 03/31/2026; 839CP-0017, Exp. Date 06/30/2026; 839CP-0018, Exp. Date 08/31/2026; 839CP-0019, Exp. Date 10/31/2026; 839CP-0020, Exp. Date 03/31/2027; 839CP-0021, Exp. Date 07/31/2027; 839CP-0022, Exp.Date 11/30/2027; 839CP-0023, Exp. Date 02/29/2028; 839CP-0024, Exp. Date 07/31/2028."
166,20260311,D-0387-2026,HTO Nevada Inc. dba Kirkman,Ongoing,Class II,Drugs,"MAXIMUM, ZONE 2, 4% Lidocaine Cream, (Lidocaine 4% and Epinephrine 0.01%),  1 oz bottles, Distributed By:
Dermal Source, Portland, OR 97232, NDC 80069-015.",Stability Data Does Not Support Expiry Date.,Nationwide within the U.S,"Lot #: 795CP-0005, Exp. Date 06/30/2026"
167,20260311,D-0371-2026,ACME UNITED CORPORATION,Ongoing,Class II,Drugs,"Med-Nap Cleansing Towelettes (Benzalkonium Chloride 0.13%), 100 Towelettes, Manufactured by: Acme United
Corporation, 1 Waterview Dr., Stelton, CT 06484, NDC 0924-0243-01.",CGMP Deviations,Nationwide within the United States,"Lot #: 52347, 52348, 52349, 52350, 52351, Exp. Date Mar 2027."
168,20260311,D-0364-2026,ACME UNITED CORPORATION,Ongoing,Class II,Drugs,"Savannah Antibacterial Towelettes (Benzalkonium Chloride 0.13%), 1 towelette, 4 x 7, R&R Enterprise, NDC 59647-749-02",CGMP Deviations,Nationwide within the United States,"Lot #: MN24623, Exp. Date Jul 2028; MN27023, Exp. Date Aug 2028; MN32423, Exp. Oct 2028;  MN300724, Exp. Date Dec 2028."
169,20260311,D-0396-2026,Mohamed Hagar,Ongoing,Class I,Drugs,"Mojo Max Fusion XXX, 500 mg, one capsule per blister card, 20 count box, Distributed by: Max Nutrition Inc. UPC 6 78945 36675 0","Marketed Without an Approved NDA/ANDA-FDA analysis revealed undeclared sildenafil (13.1
mg/capsule) and tadalafil (13.8 mg/capsule).",U.S. Nationwide,"ALL LOTS, exp 12/31/2027"
170,20260311,D-0395-2026,New Life Pharma LLC,Ongoing,Class II,Drugs,"Tirzepatide Inj, 15mg x 4, Sterile Multi-Dose Vial, Rx only, Nomida, 25055 W Valley Pkwy, Suite 106, Olathe,
KS 66061, NDC 84223-002-04.",Lack of Assurance of Sterility,OH,"Lot 240709, exp 7/31/2026"
171,20260311,D-0367-2026,ACME UNITED CORPORATION,Ongoing,Class II,Drugs,"BZK Antiseptic Towelettes (Benzalkonium Chloride 0.13%), 5"" x7"", 1000 ea Bulk, Med-Nap, Brooksville, FL 34601,
Made in USA, NDC 0924-0246-02.",CGMP Deviations,Nationwide within the United States,"Lot #  MN23323, Exp. Date Jul 2028; MN31323, Exp. Date Oct 2028; MN21622, Exp. Date Jul  2027; MN13123, Exp. Date Apr 2028."
172,20260311,D-0373-2026,ACME UNITED CORPORATION,Ongoing,Class II,Drugs,"Hand Sanitizing Wipes (Benzalkonium Chloride 0.13%), 1000 per case, Acme United Corporation, 2280 Tanner Road,
Rocky Mount, NC 27801, NDC 0924-0301-00",CGMP Deviations,Nationwide within the United States,"Lot #:  MN24922, Exp. Date Aug 2027; MN31122, Exp. Date Oct 2027."
173,20260311,D-0386-2026,HTO Nevada Inc. dba Kirkman,Ongoing,Class II,Drugs,"MAXIMUM, ZONE 1, 4% Lidocaine Cream, 1/2 oz bottles, Distributed By: Dermal Source, Portland, OR 97232, NDC 80069-014.",Stability Data Does Not Support Expiry Date.,Nationwide within the U.S,"Lot #: 807CP-0003, Exp. Date 07/31/2026."
174,20260311,D-0358-2026,ACME UNITED CORPORATION,Ongoing,Class II,Drugs,"First Aid Only BZK Antiseptic Towelettes (Benzalkonium Chloride 0.13%) 100 Wipes, NDC 0924-7116-04",CGMP Deviations,Nationwide within the United States,"Lot #: MN26222, MN34722, MN25922, Exp. Date Nov 2027; MN00523, MN00523, Exp. Date Dec 2027."
175,20260311,D-0369-2026,ACME UNITED CORPORATION,Ongoing,Class II,Drugs,"Dynarex Obstetrical Towelettes Cleanser (Benzalkonium Chloride 0.13%), 100 packets, 5"" x 7"", Manufactured for
Dynarex Corporation, 10 Glenshaw Street, Orangeburg, NY 10962, USA Made in USA, NDC 67777-244-02",CGMP Deviations,Nationwide within the United States,"Lot #: 52347-R, 52348-R, 52349-R, 52350-R, 52351-R, 52352-R, 53518, 53519, Exp. Date Mar          2027."
176,20260311,D-0394-2026,New Life Pharma LLC,Ongoing,Class II,Drugs,"Tirzepatide Inj, 10mg, Sterile Multi-Dose Vial, Rx only, Nomida, 25055 W Valley Pkwy, Suite 106, Olathe, KS
66061, NDC 84223-002-03.",Lack of Assurance of Sterility,OH,"Lot 240709, exp 7/31/2026"
177,20260311,D-0392-2026,New Life Pharma LLC,Ongoing,Class II,Drugs,"Semaglutide Inj, 2mg x 10, Sterile Multi-Dose Vial, Rx only, Nomida, 25055 W Valley Pkwy, Suite 106, Olathe,
KS 66061, NDC 84223-001-07.",Lack of Assurance of Sterility,OH,"Lot 241113, Exp Date 11/30/2026 & Lot 250103, Exp Date 1/31/2027"
178,20260311,D-0375-2026,ACME UNITED CORPORATION,Ongoing,Class II,Drugs,"Dynarex, BZK Antiseptic Towelettes (Benzalkonium Chloride 0.13%), 100 packets, 5x7, Manufactured for Dynarex
Corporation, 10 Glenshaw Street, Orangeburg, NY 10962,USA, NDC 67777-245-01",CGMP Deviations,Nationwide within the United States,"Lot #:  52347-R, 52348-R, 52349-R, 52350, 52351-R, 52352, Exp. Date Mar 2027; 53518, Exp. Date Jun 2027."
179,20260311,D-0355-2026,"Teva Pharmaceuticals USA, Inc",Ongoing,Class II,Drugs,"Metoprolol Succinate Extended-Release Tablets, 50 mg, 100 tablets bottles (NDC: 45963-676-11) and 1,000
tablets bottles (NDC: 45963-676-96), Rx Only, Teva Pharmaceuticals, Parsippany, NJ 07054",Failed Dissolution Specifications,Nationwide,"Lot#: a) 0486G251, 0487G251, 0488G251, Exp.: 01/2027; b) 0486G252, 0487G253, 0488G252, Exp.: 01/2027."
180,20260311,D-0378-2026,ACME UNITED CORPORATION,Ongoing,Class II,Drugs,"Antimicrobial Alcohol Hand Wipe, Isopropyl Alcohol 70%, Manufactured for : Custom Packaging Co., Inc,
Louisville, KY 4023, NDC 0924-251-00.",CGMP Deviations,Nationwide within the United States,"Lot #: MN15423 , MN16422, Exp. Date Apr 2027-Apr; MN26322, MN26322, Exp. Date Aug 2027; MN03423, MN03423, Exp. Date Jan 2028;  MN09722, Exp. Date Mar 2027; MN31722, Exp. Date Oct 2027; MN15722, MN13722 Exp. Date Apr 2027; MN31722, Exp. Date  Oct 2027; MN09722, Exp. Date Mar 2027."
181,20260311,D-0363-2026,ACME UNITED CORPORATION,Ongoing,Class II,Drugs,"Max Packaging Antibacterial Towelette (Benzalkonium Chloride 0.13%), 1 towelette, 4x7, Max Packaging, Made in
the USA, NDC 59647-750-01",CGMP Deviations,Nationwide within the United States,"Lot #: MN24523, Exp. Date July 2028; MN27123, Exp. Date Aug 2028; MN28223, Exp. Date Sep  2028."
182,20260311,D-0365-2026,ACME UNITED CORPORATION,Ongoing,Class II,Drugs,"Medi-First Antiseptic Wipes (BZK)(Benzalkonium Chloride 0.13%), 100 wipes per box, Manufactured for Medique
Products, Fort Meyers, FL, 33967, NDC 47682-122-33.",CGMP Deviations,Nationwide within the United States,"Lot #: MN15922, Exp. Date Apr 2027; MN31022, Exp. Date Oct 2027; MN27223, Exp. Date  2028-Aug."
183,20260311,D-0360-2026,ACME UNITED CORPORATION,Ongoing,Class II,Drugs,"Dukal BZK Antiseptic Towelette (Benzalkonium Chloride 0.13%) 1000 Packs per case, Manufactured For: Dukal,
LLC, Ronkonkoma, NY 11779, Made in USA, NDC 65517-0004-1",CGMP Deviations,Nationwide within the United States,"Lot #: MN31621, Exp. Date Oct 2026; MN14522, MN15522, Exp. Date Apr 2027;  MN28122,  MN31522, Exp. Date Sept 2027; MN04223, MN06023, Exp. Date Feb 2028; MN17223, Exp. Date May 2028; MN25123, Exp Date Aug 2028; MN33123, MN33523, Exp. Date Nov 2028."
184,20260311,D-0379-2026,"Harbin Jixianglong Biotech Co., Ltd.",Ongoing,Class II,Drugs,"Semaglutide, For Rx compounding use only, packaged in a) 1g, NDC 84385-106-01; b) 5g, NDC 84385-106-02; c)
10g, NDC 84385-106-06; d) 25g, NDC 84385-106-03; d) 50g, NDC 84385-106-04 Manufacturer: Harbin Jixianglong
Biotech Co., Ltd., North of Baoan Road, East of Changqing Street, Limin Development Zone, Harbin, China","CGMP Deviations This recall has been initiated due to failing to complete process validation and
bacterial endotoxin method validation before distribution",Nationwide within the United States,"Lot #: CP-030-20250711, Exp. Date Jul. 24th, 2027"
185,20260311,D-0382-2026,"Cipla USA, Inc.",Ongoing,Class III,Drugs,"Nilotinib Capsules, 200 mg per capsule, packaged in cartons, Rx only, Manufactured for: Cipla USA, Inc., 10
Independence Boulevard, Suite 300, Warren, NJ 07059, Outer carton: 112 capsules (4 individual packs containing
28 capsules each), NDC 69097-032-74; Inner carton: 28 capsules (4 blisters of 7 capsules), NDC 69097-032-56;
Foil blister: NDC 69097-032-17","Failed Tablet/Capsule Specifications: Observed OOS results at 6-months long-term stability
condition for Description test and Appearance by Visual Inspection test.",U.S.A. Nationwide,"Lot #: 5GJ0223, Exp 04/30/2027"
186,20260311,D-0397-2026,StuffbyNainax,Ongoing,Class I,Drugs,"MR. 7 SUPER 700000 capsules, 1 capsule blister card, Distributed by mR. 7","Marketed Without an Approved NDA/ANDA: FDA analysis revealed the presence of undeclared
sildenafil and tadalafil",Product was distributed to 4 customers in the US.,All codes; Exp 12/31/2029
187,20260311,D-0399-2026,MYLAN PHARMACEUTICALS INC,Ongoing,Class II,Drugs,"Amnesteem (Isotretinoin) Capsules, USP 40 mg, packaged in 3 x 10-Count Prescription Packs, Rx Only,
Manufactured for: Mylan Pharmaceuticals Inc., Morgantown, WV, 26505 USA, Made in France, NDC 0378-6614-93.",Failed Dissolution Specifications,Nationwide within the United States,"Lot #: 3116110, 3116130, Exp. Date 07/2026"
188,20260311,D-0389-2026,Radnostix,Ongoing,Class II,Drugs,"Sodium Iodide (I-131) Solution, Therapeutic Oral, packaged as a) 1 ml V-vial, NDC 69208-003-15; Order 49317,
49323, 49325, 49329, 49333, 49339, 49341,49355, 49364, 49380, 49392.  (b) 2 ml V-Vial, NDC 69208-003-25; Order
49353,49457, 49477.  (c) 3 ml V-vial, NDC 69208-003-35; Order 49454,49406. Rx Only, Manufactured by:
International Isotopes Inc., Idaho Falls, ID.",Presence of Particulate Matter: Due to production issues,Nationwide in the USA and Puerto Rico,"Batch I012626R-01, Exp 02/09/2026"
189,20260311,D-0354-2026,"Teva Pharmaceuticals USA, Inc",Ongoing,Class II,Drugs,"Metoprolol Succinate Extended-Release Tablets, 25 mg, 100 tablets bottles (NDC: 45963-709-11) and 1,000
tablets bottles (NDC: 45963-709-96), Rx Only, Teva Pharmaceuticals, Parsippany, NJ 07054",Failed Dissolution Specifications,Nationwide,"Lot#: a) 0715J251, Exp.: 12/2026; 0716J251, Exp.: 01/2027; 0717J251, Exp.: 01/2027; b) 0715J252, Exp.: 12/2026; 0716J252, Exp.: 01/2027, 0717J252, Exp.: 01/2027."
190,20260311,D-0374-2026,ACME UNITED CORPORATION,Ongoing,Class II,Drugs,"Green Guard Antiseptic Wipes (Benzalkonium Chloride 0.13%), 25 wipes per box, Distributed by Green Guard, St.
Louis, MO 63045, NDC 47682-056-73",CGMP Deviations,Nationwide within the United States,"Lot #: MN15922, Exp. Date Apr 2027; MN18223, Exp. Date May 2028; MN10123, Exp. Date Mar 2028; MN27223, Exp. Date Aug 2028; MN01023, Exp. Date Dec 2027."
191,20260311,D-0357-2026,"Teva Pharmaceuticals USA, Inc",Ongoing,Class II,Drugs,"Metoprolol Succinate Extended-Release Tablets, 200 mg, 100 tablets bottles, Rx Only, Teva Pharmaceuticals,
Parsippany, NJ 07054, NDC: 45963-678-11",Failed Dissolution Specifications,Nationwide,"Lot#: a) 0686H251, 0687H251, 10688H251, Exp.: 02/2027. ."
192,20260311,D-0370-2026,ACME UNITED CORPORATION,Ongoing,Class II,Drugs,"Cleansing Towelette (Benzalkonium Chloride 0.13%), 5""x 7"", 1,000 case/Bulk, Med-Nap, Brooksville, FL 34601,
Made in USA, NDC 0924-0243-00.",CGMP Deviations,Nationwide within the United States,"Lot #: MN15923, Exp. Date May 2028; MN25822, Exp. Date Aug 2027."
193,20260311,D-0372-2026,ACME UNITED CORPORATION,Ongoing,Class II,Drugs,"WP WipesPlus Hand Sanitizing Wipes (Benzalkonium Chloride 0.13%), 5x7, 100 CT, Progressive Products, 211 S.
Ridge Street, Rye Brook, NY 10573. NDC 67151-727-01.",CGMP Deviations,Nationwide within the United States,"Lot #: MN27922, MN21722, MN21822, Exp. Date Jul 2027; MN27422, MN27522, Exp. Date Sep 2027; MN25422, Exp. Date Aug 2027; MN27922, MN27922, Exp. Date Sep 2027."
194,20260311,D-0362-2026,ACME UNITED CORPORATION,Ongoing,Class II,Drugs,"1) BZK Antiseptic Towelettes  (Benzalkonium Chloride 0.13%) 5""x7"" Piedmont Sanitizing Hand Wipes, 1,000 ea
Bulk, Made in USA for: Food Service Resources, Flowery Branch, GA 30542, NDC 0924-7130-00.  2) BZK Antiseptic
Towelettes  (Benzalkonium Chloride 0.13%) 5"" x 7"" Touchpoint, 1000 ea Bulk, Made in USA for : Food Service
Resources, Flowery Branch, GA 30542. NDC 0924-7130-00.  3) BZK Antiseptic Towelettes  (Benzalkonium Chloride
0.13%) 5"" x 7"" Wellstar Cobb Hand Wipes, 1000 ea Bulk, Made in the USA for Food Service Resources, Flowery
Branch, GA 30542, NDC 0924-7130-00.  4) BZK Antiseptic Towelettes (Benzalkonium Chloride 0.13%)  5"" x 7"" FSR
Sanitizing Hand Wipes, 1000 ea Bulk, Made in USA for Food Service Resources, Flowery Branch, GA 30542, NDC
0924-7130-00.   Inner Packaging - Instant Hand Sanitizing Wipes  5) BZK Antiseptic Towelettes (Benzalkonium
Chloride 0.13%)  5"" x7"" Children's 1000 ea Bulk, Made in USA for: Food Service Resources, Flowery Branch, GA
30542 NDC 0924-713-00. Inner packaging -Children's Healthcare of Atlanta",CGMP Deviations,Nationwide within the United States,"1) Lot #: MN22222, Exp. Date Jul 2027; MN05523, Exp. Date Jan 2028;  MN32023, Exp. Date Oct 2028;  MN15523, Exp. Date May 2028.  2) Lots MN11422B, MN11422, Exp. Date Mar 2027; MN03823, Exp. Date Jan 2028; MN09223 Exp. Date Mar 2028; MN32123, Exp. Date Oct 2028; MN20323, Exp. Date Jun 2028; MN30822 Exp. Date Oct 2027; MN304024, Exp. Date Dec 2028; MN13023, Exp. Date Apr 2028; MN12222 Exp. Date Apr 2027-Apr; MN16023, Exp. Date May 2028; MN27423, Exp. Date Aug 2028.  3) Lot #: MN304024, Exp. Date Dec 2028; MN13023, Exp. Date Apr 2028; MN12222, Exp. Date Apr 2027; MN16023, Exp. Date May 2028; MN27423, Exp. Date Aug2028.  4) Lot#:  MN04423, Exp. Date Jan 2028; MN10022, Exp. Date Jul 2027; MN30722, Exp. Date Oct 2027; MN03523, Exp. Date Jan 2028; MN09323, Exp. Date Mar 2028; MN20223, Exp. Date July 2028; MN32223, Exp. Date Oct 2028  5) Lots MN12122 2027-Apr, MN27523 2028-Aug & MN30922 2027-Oct."
195,20260311,D-0356-2026,"Teva Pharmaceuticals USA, Inc",Ongoing,Class II,Drugs,"Metoprolol Succinate Extended-Release Tablets, Rx Only, 100 mg, 100 tablets bottles (NDC: 45963-677-11) and
1,000 tablets bottles (NDC: 45963-677-96), Teva Pharmaceuticals, Parsippany, NJ 07054.",Failed Dissolution Specifications,Nationwide,"Lot#: a) 0718J251, 0729J251, 0730J251, Exp.: 12/2026; b) 0718J252, 0729J252, 0730J252, Exp.: 12/2026."
196,20260311,D-0377-2026,ACME UNITED CORPORATION,Ongoing,Class II,Drugs,"Children's Healthcare of Atlanta, Instant Hand Sanitizing Wipe(Benzalkonium Chloride 0.13%), 1000 per case,
Made in USA for Food Service Resources, Flowery Branch, GA 30542, NDC 0924-7130-00",CGMP Deviations,Nationwide within the United States,"Lot #: MN12122, Exp. Date Apr 2027; MN27523, Exp. Date Aug 2028; MN30922, Exp. Date Oct 2027."
197,20260311,D-0388-2026,"ANTHONY TRINH, 123Herbals LLC",Ongoing,Class I,Drugs,"SILINTAN 25/pills, packaged in a 25-count bottle, Shanghai Chinese Medical Works, Shanghai, China",Marketed Without an Approved NDA/ANDA: FDA analysis  revealed the presence of undeclared meloxicam.,USA nationwide,All lots within expiry
198,20260304,D-0352-2026,Wizcure Pharmaa Private Limited,Ongoing,Class II,Drugs,"BioGlo Fluorescein Sodium Ophthalmic Strips USP, 100 diagnostic strips, Manufactured by Omni Lens PVT. Ltd., 5
- Samrudhhi, Opp. Sakar-III, Navrangpura, Ahmedabad, Gujarat, India - 380014, Email:info@omnilens.in,
Manufactured for & disibruted by: HUB Pharmaceuticals, LLC, 8767 E Via de Ventura #175, Scottsdale, AZ, 85258,
NDC 17238-900-11.","Lack of Assurance of Sterility: Products have not been manufactured in conformance with current
good manufacturing practices.",Distributed Nationwide in the USA,All lots
199,20260304,D-0351-2026,Wizcure Pharmaa Private Limited,Ongoing,Class II,Drugs,"Bio Glo Fluorescein Sodium Ophthalmic Strips USP, 300 diagnostic strips, Manufactured Omni Lens Pvt Ltd 5 -
Samruddhi, Opp. Sakar - III,  Navrangpura, Ahmedabad - 380014, India, Email:info@omnilens.in, Manufactured for
& distributed by: HUB Pharmaceuticals, LLC, 8767 E Via de Ventura #175, Scottsdale, AZ, 85258, NDC
17238-900-30.","Lack of Assurance of Sterility: Products have not been manufactured in conformance with current
good manufacturing practices.",Distributed Nationwide in the USA,All lots
200,20260304,D-0346-2026,Wizcure Pharmaa Private Limited,Ongoing,Class II,Drugs,"Vista Tears Polyethylene Glycol 400 0.4% w/v, Propylene Glycol 0.3% w/v Eye Drops, Dry Eye Relief, Lubricant
Drops, Sterile 10 ml (1/3 fl. oz.), Manufactured by: RA/Drugs/ MFG/2019/196283, Omni Lens Pvt. Ltd. 5,
Samrudhhi, Opposite:Sakar-III, Navrangpura, Ahmedabad-380014, INDIA. Manufactured for and distributed by hi-
health, 15207 N. 75th Street, Suite #104, Scottsdale, AZ, 85260. NDC 77790-001-10.","Lack of Assurance of Sterility: Products have not been manufactured in conformance with current
good manufacturing practices.",Distributed Nationwide in the USA,All lots
201,20260304,D-0343-2026,Slate Run Pharmaceuticals,Ongoing,Class III,Drugs,"Eptifibatide Injection, 75 mg/100 mL vial for weight-adjusted bolus dosing, 1x100 mL Single-dose Vial, For
Intravenous Use Only, Rx Only, Manufactured by: Hainan Poly Pharm. Co., Ltd., Guilinyang Economic Development
Area, Haikou, Hainan Province, China 571127; Distributed by: Slate Run Pharmaceuticals, LLC, Columbus, Ohio
43215.  NDC Slate Run Carton Label: 70436-027-80; NDC ProRx Carton Label: 70436-163-80","Labeling: Not Elsewhere Classified. The carton for Eptifibatide Injection 75 mg/100 mL states 75
mg/100 mL vial for weight-adjusted bolus dosing. The approved statement is 75 mg/100 mL vial for
weight-adjusted infusion.",Nationwide within the USA.,All lots within expiry
202,20260304,D-0341-2026,AvKARE,Ongoing,Class II,Drugs,"Amantadine HCl, Capsules, UPS, 100 mg, 50 Capsules (5 x 10) unit dose, Rx Only, Manufactured for: AvKARE,
Pulaski, TN 38478, www.avkare.com, NDC 50268-069-15.","Failed Dissolution Specifications: This recall has been initiated due to an Out of Specification
finding in dissolution.",Nationwide in the USA.,"Lot # 49261, Exp: 04/30/27"
