packet_row,report_date,recall_number,recalling_firm,status,classification,product_type,product_description,reason_for_recall,distribution_pattern,code_info
2101,20250108,F-0338-2025,Gracie's Kitchens Inc.,Terminated,Class II,Food,"a.) King Kullen brand Mixed Fruit; UPC: 85316-10376; 12 oz plastic container b.) King Kullen brand Mixed
Fruit; UPC: 85316-10385; 16 oz plastic container c.) Wild By Nature brand Mixed Fruit; UPC: 85316-10376; 12 oz
plastic container d.) Wild By Nature brand Mixed Fruit; UPC: 85316-10385; 16 oz plastic container e.) Gracie's
Kitchen brand Mixed Fruit; UPC: 85316-10351; 16 oz plastic container f.) Gracie's Kitchen brand Mixed Fruit;
UPC: 85316-10376; 12 oz plastic container g.) Gracie's Kitchen brand Mixed Fruit; UPC: 85316-10385; 16 oz
plastic container",Product may be contaminated with Listeria monocytogenes.,CT and NY,a.) Sell By Dates: 11/11-11/21/24 b.) Sell By Dates: 11/11-11/21/24 c.) Sell By Dates: 11/11-11/21/24 d.) Sell By Dates: 11/11-11/21/24 e.) Sell By Dates: 11/11-11/21/24 f.) Sell By Dates: 11/11-11/21/24 g.) Sell By Dates: 11/11-11/21/24
2102,20250108,F-0361-2025,"Grimmway Enterprises, Inc. dba Grimmway Farms",Terminated,Class I,Food,"--- Organic Whole Carrots ---  Organic Clip Carrots 50 Lbs Cal-Organic Farm; Organic Clip Carrots 50 Lbs Cal-
Organic RPC --- Brand --- Cal-Organic",Potential contamination with E. coli O121:H19,"Distribution Centers located in U.S. States: AL, AR, AZ, CA, CO, CT, FL, GA, HI, IA, ID, IL, IN, KS, KY, LA, MA, MD, MI, MN, MO, NC, NH, NJ, NM, NV, NY, OH, OK, OR, PA, RI, SC, TN, TX, UT, VA, VT, WA, WI U.S. Territories: Puerto Rico Foreign Countries: Canada, United Arab Emirates, Hong Kong, Columbia",1477682 1477721 1478260 1478451 1478867 1478940 1479117 1479237 1479923 1481712 1482258 1482395 1483280 1483290 1483308 1483312 1483715 1483912 1484024 1484688 1484823 1484914 1484923
2103,20250108,F-0357-2025,"Grimmway Enterprises, Inc. dba Grimmway Farms",Terminated,Class I,Food,"--- Organic Baby Carrots --- Organic Baby Peeled Carrots 12/12oz Steam-to-Serve; Organic Baby Peel
Carrot12/12oz Steam-to-Serve RPC --- Brand --- Cal-Organic; Marketside",Potential contamination with E. coli O121:H19,"Distribution Centers located in U.S. States: AL, AR, AZ, CA, CO, CT, FL, GA, HI, IA, ID, IL, IN, KS, KY, LA, MA, MD, MI, MN, MO, NC, NH, NJ, NM, NV, NY, OH, OK, OR, PA, RI, SC, TN, TX, UT, VA, VT, WA, WI U.S. Territories: Puerto Rico Foreign Countries: Canada, United Arab Emirates, Hong Kong, Columbia",127773 127829 127871 127936 127975 127986 128032 128036 128059 128133 128238 128247 128264 128291 128336 128383 128449 128482
2104,20250108,F-0328-2025,Gracie's Kitchens Inc.,Terminated,Class II,Food,"a.) King Kullen brand Diced Celery; UPC: 85316-10083; 12 oz plastic container b.) Wild By Nature brand Diced
Celery; UPC: 85316-10083; 12 oz plastic container c.) Gracie's Kitchen brand Diced Celery: UPC: 85316-10020;
10 oz plastic container d.) Gracie's Kitchen brand Diced Celery; UPC: 85316-10083; 10 oz plastic container",Product may be contaminated with Listeria monocytogenes.,CT and NY,a.) Sell By Dates: 11/12-11/22/24 b.) Sell By Dates: 11/12-11/22/24 c.) Sell By Dates: 11/12-11/22/24 d.) Sell By Dates: 11/12-11/22/24
2105,20250108,F-0342-2025,Gracie's Kitchens Inc.,Terminated,Class II,Food,"a.) King Kullen brand Halo Bowl; UPC: 85316-10390; 28 oz plastic container b.) Wild by Nature brand Halo Bowl;
UPC: 85316-10390; 28 oz plastic container c.) Gracie's Kitchen brand Halo Bowl; UPC: 85316-10312; 28 oz
plastic container",Product may be contaminated with Listeria monocytogenes.,CT and NY,a.) Sell By Dates: 11/11-11/21/24 b.) Sell By Dates: 11/11-11/21/24 c.) Sell By Dates: 11/11-11/21/24
2106,20250108,F-0326-2025,Gracie's Kitchens Inc.,Terminated,Class II,Food,"a.) King Kullen brand Honeydew Slices; UPC 85316-10009; 20 oz foam tray b) Wild By Nature brand Honeydew
Slices; UPC: 85316-10009; 20 oz foam tray c.) King Kullen brand Honeydew Chunks; UPC: 85316-10382; 16 oz
plastic container d.) King Kullen brand Honeydew Chunks; UPC: 85316-10405; 12 oz plastic container e.) King
Kullen brand Honeydew Slices; UPC: 85316-10541; 16 oz plastic container f.) Wild By Nature brand Honeydew
Chunks; UPC: 85316-10382; 16 oz plastic container g.) Wild By Nature brand Honeydew Chunks; UPC: 85316-10405;
12 oz plastic container h.) Gracie's Kitchen brand Honeydew Chunks; UPC: 85316-10349; 16 oz plastic container
i.) Gracie's Kitchen brand Honeydew Slices; UPC: 85316-10541; 16 oz plastic container",Product may be contaminated with Listeria monocytogenes.,CT and NY,a.) Sell By Dates: 11/09-11/19/24 b.) Sell By Dates: 11/09-11/19/24 c.) Sell By Dates: 11/11-11/21/24 d.) Sell By Dates: 11/11-11/21/24 e.) Sell By Dates: 11/9-11/19/24 f.) Sell By Dates: 11/11-11/21/24 g.) Sell By Dates: 11/11-11/21/24 h.) Sell By Dates: 11/11-11/21/24 i.) Sell By Dates: 11/9-11/19/24
2107,20250108,F-0355-2025,Gracie's Kitchens Inc.,Terminated,Class II,Food,a.) Gracie's Kitchen brand Mango & Blueberry Cup; UPC: 85316-10347; 12 oz plastic container,Product may be contaminated with Listeria monocytogenes.,CT and NY,a.) Sell By Dates: 11/11-11/21/24
2108,20250108,F-0322-2025,Gracie's Kitchens Inc.,Terminated,Class II,Food,"a.) King Kullen brand Vegetable Platter; UPC 85316-10005; 44oz plastic container b.) Wild by Nature brand
Vegetable Platter; UPC 85316-10005; 44 oz plastic container",Product may be contaminated with Listeria monocytogenes.,CT and NY,a.) Sell By Dates: 11/14-11/24/24 b.) Sell By Dates: 11/14-11/24/24
2109,20250108,F-0370-2025,RUSS DAVIS WHOLESALE,Terminated,Class I,Food,"Crazy Fresh Turkey Havarti Wrap,  Net Wt 6.8oz.  Keep Refrigerated.  UPC  7 95631-81149 0.    Containing Flour
Tortilla, Cooked Turkey Breast, Roasted Tomatoes, Havarti cheese, Mayonnaise, Lettuce, Onion, Cucumber.",Cucumbers have potential to be contaminated with Salmonella.,"IA, IL, KS, MI, MN, MT, ND, NE, SD, WI, WY","Lot Codes:  X7554170, X7558001, X7561390, X7565566.   Sell By Dates:  November 9 - November 16, 2024"
2110,20250108,F-0335-2025,Gracie's Kitchens Inc.,Terminated,Class II,Food,"a.) King Kullen brand Mirepoix; UPC: 85316-10167; 20 oz plastic container b.) Gracie's Kitchen brand Mirepoix;
UPC: 85316-10167; 20 oz plastic container",Product may be contaminated with Listeria monocytogenes.,CT and NY,a.) Sell By Dates: 11/12-11/22/24 b.) Sell By Dates: 11/12-11/22/24
2111,20250108,F-0320-2025,"Lithuanian Bakery, Inc.",Terminated,Class II,Food,"Chocolate Raspberry: Three sizes, 1.  Small, Net Wt 1.25 lbs. (sub ingredients contain, yellow #5 and #6, and
red #40 not declared on final product label)  2.  Medium, Net Wt 2.75 lbs. (sub ingredients contain milk,
yellow #5 and #6, and red #40 not declared on final product label)  3.  Large, Net Wt 6 lbs (sub ingredients
contain wheat, milk, yellow #5 and #6, and red #40 not declared on final product label)","Products contain undeclared allergens (milk, soy, peanut, and wheat) and undeclared sulfites,
yellow 5, yellow 6, and red 40)","Distributed to store front customers at retail stores in IA, IL, KS, MO, MN, NE, and SD.",Not provided
2112,20250108,F-0358-2025,"Grimmway Enterprises, Inc. dba Grimmway Farms",Terminated,Class I,Food,"--- Organic Baby Carrots --- Orangic Baby Peeled Carrots 13/3 BL; Orangic Baby Peeled Carrots 30/1 BL; Org
Baby Peeled Carrots 12/2 Wholesome Pantry RPC; Org Baby Peeled Carrots 24/1 Wholesome Pantry RPC; Organic Baby
Peeled Carrots 10/2/2Lb Cal O Display; Organic Baby Peeled Carrots 10/2/2Lb. Cal Organic; Organic Baby Peeled
Carrots 12/1 Bunny Luv; Organic Baby Peeled Carrots 12/1 LIDL; Organic Baby Peeled Carrots 12/12oz Good &
Gather; Organic Baby Peeled Carrots 12/2 Bunny Luv; Organic Baby Peeled Carrots 12/2 COF; Organic Baby Peeled
Carrots 12/2 Pres Choice RPC; Organic Baby Peeled Carrots 13/3 BL; Organic Baby Peeled Carrots 15/2 365;
Organic Baby Peeled Carrots 15/2 365 RPC; Organic Baby Peeled Carrots 15/2 BL; Organic Baby Peeled Carrots
15/2 COF; Organic Baby Peeled Carrots 15/2 Safeway O-Organic; Organic Baby Peeled Carrots 15/2 Sprouts;
Organic Baby Peeled Carrots 18/2 Kroger RPC; Organic Baby Peeled Carrots 20/2 LB Marketside RPC; Organic Baby
Peeled Carrots 20/2 Wegmans RPC; Organic Baby Peeled Carrots 24/1 BL; Organic Baby Peeled Carrots 24/1 Cal-
Organic Farm; Organic Baby Peeled Carrots 24/1 Cal-Organic RPC; Organic Baby Peeled Carrots 24/1 Full Circle;
Organic Baby Peeled Carrots 24/1 Good & Gather; Organic Baby Peeled Carrots 24/1 Greenwise; Organic Baby
Peeled Carrots 24/1 Natures Promise; Organic Baby Peeled Carrots 24/1 Pres Choice RPC; Organic Baby Peeled
Carrots 24/1 Simple Truth RPC; Organic Baby Peeled Carrots 24/12oz Wegman's; Organic Baby Peeled Carrots 30/1
365; Organic Baby Peeled Carrots 30/1 365 RPC; Organic Baby Peeled Carrots 30/1 BL; Organic Baby Peeled
Carrots 30/1 Cal-Organic Farm; Organic Baby Peeled Carrots 30/1 Compliments; Organic Baby Peeled Carrots 30/1
Purely Made RPC; Organic Baby Peeled Carrots 30/1 Safeway O-Organic; Organic Baby Peeled Carrots 30/1 Sprouts;
Organic Baby Peeled Carrots 30/1 TJ Petites 036679; Organic Baby Peeled Carrots 4/5 BL; Organic Baby Peeled
Carrots 40/1 Marketside RPC; Organic Baby Peeled Carrots 40/1 Wegman's RPC; Organic Baby Peeled Petite Carrots
12/12oz 365; Organic Baby Pld Carrots 12/12oz O-Organic Petites --- Brands --- 365, Bunny Luv, Cal-Organic,
Compliments, Full Circle, Good & Gather, GreenWise, LIDL, Marketside, Nature's Promise, O Organics,
President's Choice, Purely Made, Simple Truth, Sprouts, Trader Joe's, Wegmans, Wholesome Pantry",Potential contamination with E. coli O121:H19,"Distribution Centers located in U.S. States: AL, AR, AZ, CA, CO, CT, FL, GA, HI, IA, ID, IL, IN, KS, KY, LA, MA, MD, MI, MN, MO, NC, NH, NJ, NM, NV, NY, OH, OK, OR, PA, RI, SC, TN, TX, UT, VA, VT, WA, WI U.S. Territories: Puerto Rico Foreign Countries: Canada, United Arab Emirates, Hong Kong, Columbia",127730 127734 127773 127777 127784 127829 127830 127834 127871 127875 127932 127936 127974 127975 127978 127986 128032 128036 128059 128063 128129 128133 128159 128163 128238 128246 128251 128264 128274 128286 128291 128336 128346 128347 128351 128365 128383 128449 128482 128550 127773 127829 128059 128159 128482
2113,20250101,F-0317-2025,Borsari Food Company Inc,Terminated,Class II,Food,"BORSARI Food Company Incorporated; BLOODY MARY MIX ; 32 FL. OZ; INGREDIENTS: Tomato juice, corn syrup, non-fat
milk solids, orange juice, lemon juice, lime juice, cayenne pepper, vinegar, salt, garlic powder,
Worcestershire sauce, prepared horseradish, maltic acid, sodium and potassium benzoate, yellow 5 & 6; UPC:
815893000101",Product contains undeclared fish (anchovy) and soy.,"AL, AZ, CA, CT, FL, GA, IL, IN, KS, MA, MD, MI, MN, MT, NM, NY, OH, PA, RI, SC, SD, TN, UT, VA, WA",All products within expiry.
2114,20250101,F-0314-2025,"Handsome Brook Farms, LLC",Terminated,Class I,Food,"Kirkland Signature ORGANIC EGGS PASTURE-RAISED 24 EGGS, GRADE A LARGE, NET WEIGHT 48OZ (3 LB) 1.36 kg, UPC 0
96619 10680 6, DISTRIBUTED BY: COSTCO WHOLESALE CORPORATION 730 LAKE DRIVE, ISSAQUAH, WA 98027",Eggs from a positive Salmonella environment were shipped into distribution to retail facilities.,"AL, GA, NC, SC, TN",327 JAN 5 25
2115,20250101,F-0315-2025,E-Z SPUDS INC,Terminated,Class I,Food,"Cucumber Diced Greek Cut (1/8""x1/8""x1""), 360# Drum with poly liner item C0376, 30# Box with poly liner item
C0369. Cucumber Diced Regular Cut (1/8""x1/8""x1/4""), 300# Drum with poly liner item C0390, 30# Box with poly
line C0383",Potential for Salmonella,IL,"Cucumber Diced Greek Cut (1/8""x1/8""x1"") Dates of Mfg - 10/28/2024, 10/29/2024, 10/31/2024 Cucumber Diced Regular Cut (1/8""x1/8""x1/4"") Dates of Mfg - 10/25/2024, 10/30/2024"
2116,20250101,F-0313-2025,"SunFed Produce, Inc.",Terminated,Class I,Food,"Raw cucumbers packaged in cardboard boxes or plastic boxes (RPC) with ""SunFed"",  ""Vegetables"", or ""Agrotato""
labeling.  1 1/9 BU CAS Super Slicer Cucumber/10814780010749 1 1/9 BU CAS Select Slicer
Cucumber/10814780010756 1 1/9 BU  CAS Large Slicer Cucumber/10814780010763 1 1/9 BU CAS Small Slicer
Cucumber/10814780010770 54'S Case Slicer Cucumber/10814780010787 1 1/9 BU RPC Super Slicer
Cucumber/10814780010794 24'S Case Slicer Cucumber/10814780010800 36'S Case Slicer Cucumber/10814780010817 1
1/9 BU CAS Plain Slicer Cucumber/10814780011630 36 Case Slicer Cucumber/10814780011722 42 Case Slicer
Cucumber/10814780011739 RPC Cucumber super select 62/10814780012682 RPC Cucumber select 62/10814780012699",Cucumbers potentially contaminated with Salmonella.,National and Foreign distribution,No codes
2117,20250101,F-0316-2025,"Zoe US, Inc.",Terminated,Class II,Food,ZOE brand Daily 30+ Prebiotic blend; Dietary Supplement; 500g resealable pouch,Product may contain foreign objects: small metal pieces and/or stones,"Arizona, California, Colorado, Connecticut, District of Columbia, Florida, Georgia, Hawaii, Illinois, Kentucky, Maine, Massachusetts, Michigan, Minnesota, New Jersey, New Mexico, New York, North Carolina, Pennsylvania, South Carolina, Tennessee, Texas, Utah, Virginia, Washington, Wisconsin","Expiration Date: 10/31/25 batch numbers: 24269, 24287, 24288"
